,movie,score,audience,score_edited,aud_edited,avg score,avg aud
1113,['인사이드 아웃'],['9.05'],['497만명'],[9.05],[4970000.0],9.05,4970000.0
1114,[],0,0,0,0,0.0,0.0
1115,[],0,0,0,0,0.0,0.0
1116,['서식지'],['missing data'],['missing data'],0,0,0.0,0.0
1117,['더 건맨 : 테이큰 감독 뉴프로젝트'],['6.85'],['10만명'],[6.85],[100000.0],6.85,100000.0
1118,['인질'],['7.05'],['163만명'],[7.05],[1630000.0],7.05,1630000.0
1119,['파이어스타터'],['4.09'],"['2,814명']",[4.09],[2814.0],4.09,2814.0
1120,['너를 만난 여름'],['8.08'],['3.2만명'],[8.08],[32000.0],8.08,32000.0
1121,['방황하는 칼날'],['missing data'],['missing data'],0,0,0.0,0.0
1122,['보희와 녹양'],['9.17'],"['6,045명']",[9.17],[6045.0],9.17,6045.0
1123,['8년을 뛰어넘은 신부'],['9.53'],['179명'],[9.53],[179.0],9.53,179.0
1124,['돈'],['8.39'],['338만명'],[8.39],[3380000.0],8.39,3380000.0
1125,['미안해 사랑해 고마워'],['7.82'],['5.1만명'],[7.82],[51000.0],7.82,51000.0
1126,[],0,0,0,0,0.0,0.0
1127,['맨 앤 치킨'],['6.79'],"['2,316명']",[6.79],[2316.0],6.79,2316.0
1128,['카이: 거울 호수의 전설'],['7.83'],['2.4만명'],[7.83],[24000.0],7.83,24000.0
1129,['그것만이 내 세상'],['9.17'],['342만명'],[9.17],[3420000.0],9.17,3420000.0
1130,['노크: 초대받지 않은 손님'],['6.88'],['2.4만명'],[6.88],[24000.0],6.88,24000.0
1131,['펭이와 친구들의 남극대모험'],['5.08'],['2.2만명'],[5.08],[22000.0],5.08,22000.0
1132,['상견니 대만판 13화'],['8.24'],"['2,725명']",[8.24],[2725.0],8.24,2725.0
1133,['귀멸의 칼날: 남매의 연'],['7.21'],['6.5만명'],[7.21],[65000.0],7.21,65000.0
1134,['수어사이드 스쿼드 (블루레이버전)'],['missing data'],['missing data'],0,0,0.0,0.0
1135,['명탐정 코난: 에피소드 원-작아진 명탐정'],['6.42'],['12만명'],[6.42],[120000.0],6.42,120000.0
1136,['셰이프 오브 뮤직: 알렉상드르 데스플라'],['8.16'],"['2,436명']",[8.16],[2436.0],8.16,2436.0
1137,['어쩌다 룸메이트'],['7.94'],['1만명'],[7.94],[10000.0],7.94,10000.0
1138,['극장판 울려라! 유포니엄'],['missing data'],['missing data'],0,0,0.0,0.0
1139,['쥬라기 월드: 폴른 킹덤'],['8.54'],['566만명'],[8.54],[5660000.0],8.54,5660000.0
1140,['감독 허치국 - 너무 많이 본 사나이 2'],['missing data'],['missing data'],0,0,0.0,0.0
1141,[],0,0,0,0,0.0,0.0
1142,['찰칵 찰칵'],['missing data'],['missing data'],0,0,0.0,0.0
1143,['선두'],['missing data'],['missing data'],0,0,0.0,0.0
1144,['오스'],['missing data'],['missing data'],0,0,0.0,0.0
1145,['시크릿 가든'],['missing data'],['missing data'],0,0,0.0,0.0
1146,['런'],['missing data'],['missing data'],0,0,0.0,0.0
1147,['세 번째 살인'],['8.21'],['3.5만명'],[8.21],[35000.0],8.21,35000.0
1148,['미스터 홈즈'],['8.30'],"['6,518명']",[8.3],[6518.0],8.3,6518.0
1149,['포비아 2'],['5.74'],['571명'],[5.74],[571.0],5.74,571.0
1150,['게이트-완결판'],['missing data'],['missing data'],0,0,0.0,0.0
1151,"['그녀에게', '라라']","['8.67', '6.74']","['수상내역보기', '1,860명']","[8.67, 6.74]",[1860.0],7.705,1860.0
1152,['뮬란'],['9.12'],['missing data'],[9.12],0,9.12,0.0
1153,[],0,0,0,0,0.0,0.0
1154,['네발가락'],['missing data'],['missing data'],0,0,0.0,0.0
1155,['배반의 장미'],['7.97'],['4.1만명'],[7.97],[41000.0],7.97,41000.0
1156,['물비늘'],['missing data'],['missing data'],0,0,0.0,0.0
1157,['저스트 머시'],['수상내역보기'],['missing data'],[0],0,0.0,0.0
1158,['배저로와 친구들: 신비한 모험'],['6.91'],['2.6만명'],[6.91],[26000.0],6.91,26000.0
1159,['변호인'],['9.30'],"['1,137만명']",[9.3],[11370000.0],9.3,11370000.0
1160,['타짜: 원 아이드 잭'],['6.77'],['222만명'],[6.77],[2220000.0],6.77,2220000.0
1161,['스트롱거'],['7.94'],"['4,603명']",[7.94],[4603.0],7.94,4603.0
1162,['극장판 프리! – 타임리스 메들리 - 약속'],['missing data'],['missing data'],0,0,0.0,0.0
1163,['변신'],['missing data'],['missing data'],0,0,0.0,0.0
1164,['르네상스'],['missing data'],['missing data'],0,0,0.0,0.0
1165,['당갈'],['9.62'],['10만명'],[9.62],[100000.0],9.62,100000.0
1166,['윌리'],['7.42'],['2.2만명'],[7.42],[22000.0],7.42,22000.0
1167,['뽀로로 극장판 컴퓨터 왕국 대모험'],['8.82'],['44만명'],[8.82],[440000.0],8.82,440000.0
1168,['그린랜턴: 반지의 선택'],['5.84'],['21만명'],[5.84],[210000.0],5.84,210000.0
1169,[],0,0,0,0,0.0,0.0
1170,['겟 아웃'],['8.44'],['214만명'],[8.44],[2140000.0],8.44,2140000.0
1171,['퀸카가 아니어도 좋아'],['7.53'],"['1,638명']",[7.53],[1638.0],7.53,1638.0
1172,['피니안의 무지개'],['missing data'],['missing data'],0,0,0.0,0.0
1173,['정글북: 마법 원정대'],['7.97'],['2.5만명'],[7.97],[25000.0],7.97,25000.0
1174,['재심'],['8.71'],['242만명'],[8.71],[2420000.0],8.71,2420000.0
1175,['버틀러: 대통령의 집사'],['8.62'],['12만명'],[8.62],[120000.0],8.62,120000.0
1176,['레미제라블: 뮤지컬 콘서트'],['9.50'],['1.2만명'],[9.5],[12000.0],9.5,12000.0
1177,['도쿄의 밤하늘은 항상 가장 짙은 블루'],['8.24'],"['8,800명']",[8.24],[8800.0],8.24,8800.0
1178,['서브머전스'],['missing data'],['missing data'],0,0,0.0,0.0
1179,['메모리즈'],['7.70'],"['1,031명']",[7.7],[1031.0],7.7,1031.0
1180,['행복 목욕탕'],['8.94'],['2.2만명'],[8.94],[22000.0],8.94,22000.0
1181,['주토피아'],['9.33'],['470만명'],[9.33],[4700000.0],9.33,4700000.0
1182,['한낮의 피크닉'],['8.91'],"['3,052명']",[8.91],[3052.0],8.91,3052.0
1183,['Oh! 뷰리플 라이프'],['missing data'],['missing data'],0,0,0.0,0.0
1184,[],0,0,0,0,0.0,0.0
1185,['넛잡 2'],['8.63'],['41만명'],[8.63],[410000.0],8.63,410000.0
1186,['DC 리그 오브 슈퍼-펫'],['7.44'],['24만명'],[7.44],[240000.0],7.44,240000.0
1187,['메모리얼 스팟'],['missing data'],['missing data'],0,0,0.0,0.0
1188,['까칠한 그녀의 달콤한 연애비법'],['5.02'],"['1,951명']",[5.02],[1951.0],5.02,1951.0
1189,['열망'],['missing data'],['missing data'],0,0,0.0,0.0
1190,['세션 : 이 남자가 사랑하는 법'],['8.44'],['1.2만명'],[8.44],[12000.0],8.44,12000.0
1191,['탐정 : 더 비기닝'],['8.62'],['262만명'],[8.62],[2620000.0],8.62,2620000.0
1192,['바이스'],['missing data'],['missing data'],0,0,0.0,0.0
1193,['온리 더 브레이브'],['9.22'],['4.9만명'],[9.22],[49000.0],9.22,49000.0
1194,['수부라 게이트'],['6.91'],"['4,809명']",[6.91],[4809.0],6.91,4809.0
1195,['퍼시픽 림: 업라이징'],['7.94'],['107만명'],[7.94],[1070000.0],7.94,1070000.0
1196,[],0,0,0,0,0.0,0.0
1197,[],0,0,0,0,0.0,0.0
1198,"['안녕, 전우치! 도술로봇대결전']",['8.54'],['1.3만명'],[8.54],[13000.0],8.54,13000.0
1199,['격세지감'],['missing data'],['missing data'],0,0,0.0,0.0
1200,['키즈모노가타리 III : 냉혈편'],['missing data'],['missing data'],0,0,0.0,0.0
1201,['앨빈과 슈퍼밴드: 악동 어드벤처'],['8.43'],['29만명'],[8.43],[290000.0],8.43,290000.0
1202,['경성학교: 사라진 소녀들'],['6.45'],['35만명'],[6.45],[350000.0],6.45,350000.0
1203,['러브인베를린'],['missing data'],['missing data'],0,0,0.0,0.0
1204,['인질'],['7.05'],['163만명'],[7.05],[1630000.0],7.05,1630000.0
1205,['잘 왔다. 우리 같이 살자'],['missing data'],['missing data'],0,0,0.0,0.0
1206,['바버샵 3'],['missing data'],['missing data'],0,0,0.0,0.0
1207,['한강에게'],['8.31'],"['2,865명']",[8.31],[2865.0],8.31,2865.0
1208,['킹 오브 프리즘 -샤이니 세븐 스타즈-'],['2019.03.07.'],['9.91'],[0],0,0.0,0.0
1209,['숲속왕국의 꿀벌 여왕'],['8.49'],['2.2만명'],[8.49],[22000.0],8.49,22000.0
1210,[],0,0,0,0,0.0,0.0
1211,['환상특급'],['missing data'],['missing data'],0,0,0.0,0.0
1212,['러브 라이브! 더 스쿨 아이돌 무비'],['9.33'],['13만명'],[9.33],[130000.0],9.33,130000.0
1213,['쿠르스크'],['9.06'],['4.2만명'],[9.06],[42000.0],9.06,42000.0
1214,['단지 세상의 끝'],['7.66'],['3.1만명'],[7.66],[31000.0],7.66,31000.0
1215,[],0,0,0,0,0.0,0.0
1216,['투 이즈 어 패밀리'],['8.00'],"['8,779명']",[8.0],[8779.0],8.0,8779.0
1217,['지금 만나러 갑니다'],['8.99'],['260만명'],[8.99],[2600000.0],8.99,2600000.0
1218,['언 애듀케이션'],['7.60'],"['2,750명']",[7.6],[2750.0],7.6,2750.0
1219,['위자: 저주의 시작'],['7.73'],['33만명'],[7.73],[330000.0],7.73,330000.0
1220,['존 큐'],['8.93'],['missing data'],[8.93],0,8.93,0.0
1221,['판타스틱 부니베어'],['7.40'],['1.7만명'],[7.4],[17000.0],7.4,17000.0
1222,['혹성탈출: 종의 전쟁'],['8.15'],['205만명'],[8.15],[2050000.0],8.15,2050000.0
1223,['노브레싱'],['7.60'],['45만명'],[7.6],[450000.0],7.6,450000.0
1224,['생활의 길잡이'],['missing data'],['missing data'],0,0,0.0,0.0
1225,['안도 타다오'],"[""   건축  홋가이도 '물의 교회'    ""]","[""   건축  아쉬아 '고시노 하우스'    ""]",[0],0,0.0,0.0
1226,['기적'],['8.37'],['71만명'],[8.37],[710000.0],8.37,710000.0
1227,['타샤 튜더'],['9.16'],['4.6만명'],[9.16],[46000.0],9.16,46000.0
1228,[],0,0,0,0,0.0,0.0
1229,['파괴된 사나이'],['7.71'],['101만명'],[7.71],[1010000.0],7.71,1010000.0
1230,['하늘 아래 방 한 칸'],['missing data'],['missing data'],0,0,0.0,0.0
1231,['메트로: 마지막 탈출'],['7.82'],['700명'],[7.82],[700.0],7.82,700.0
1232,['이다'],['8.74'],['1.7만명'],[8.74],[17000.0],8.74,17000.0
1233,['제15회 미쟝센 단편영화제 미쟝센의 미쟝센 2'],['missing data'],['missing data'],0,0,0.0,0.0
1234,['더 킹'],['8.39'],['531만명'],[8.39],[5310000.0],8.39,5310000.0
1235,['프리 스테이트'],['8.38'],['1만명'],[8.38],[10000.0],8.38,10000.0
1236,['컨저링 2'],['8.34'],['193만명'],[8.34],[1930000.0],8.34,1930000.0
1237,['missing data'],['missing data'],['missing data'],0,0,0.0,0.0
1238,[],0,0,0,0,0.0,0.0
1239,['루퍼'],['8.02'],['57만명'],[8.02],[570000.0],8.02,570000.0
1240,['덤 앤 더머 투'],['7.20'],['19만명'],[7.2],[190000.0],7.2,190000.0
1241,['킹스맨: 골든 서클'],['8.61'],['494만명'],[8.61],[4940000.0],8.61,4940000.0
1242,['스파이크'],['8.22'],['2.5만명'],[8.22],[25000.0],8.22,25000.0
1243,['벅스 프렌즈'],['8.25'],['3.7만명'],[8.25],[37000.0],8.25,37000.0
1244,['해길랍'],['7.88'],['1.3만명'],[7.88],[13000.0],7.88,13000.0
1245,[],0,0,0,0,0.0,0.0
1246,['알피니스트 - 어느 카메라맨의 고백'],['9.62'],"['2,694명']",[9.62],[2694.0],9.62,2694.0
1247,['프레셔'],['missing data'],['missing data'],0,0,0.0,0.0
1248,[],0,0,0,0,0.0,0.0
1249,"['잭 앤 미리, 포르노 만들기']",['missing data'],['missing data'],0,0,0.0,0.0
1250,['애니'],['missing data'],['missing data'],0,0,0.0,0.0
1251,['킬리만자로'],['8.04'],['수상내역보기'],[8.04],0,8.04,0.0
1252,['스파이더맨: 파 프롬 홈'],['8.99'],['802만명'],[8.99],[8020000.0],8.99,8020000.0
1253,['핑크퐁 시네마 콘서트 2: 원더스타 콘서트 대작전'],['8.33'],['5만명'],[8.33],[50000.0],8.33,50000.0
1254,[],0,0,0,0,0.0,0.0
1255,"['토니스토리2: 고철왕국의 친구들', '토니 스토리: 깡통제국의 비밀']","['6.08', '7.13']","['1.6만명', '6.7만명']","[6.08, 7.13]","[16000.0, 67000.0]",6.605,41500.0
1256,['블랙 라이더'],['5.14'],['1명'],[5.14],[1.0],5.14,1.0
1257,"['고산자, 대동여지도']",['8.02'],['97만명'],[8.02],[970000.0],8.02,970000.0
1258,['관계의 일변'],['4.76'],['121명'],[4.76],[121.0],4.76,121.0
1259,['회초리'],['8.06'],['7.4만명'],[8.06],[74000.0],8.06,74000.0
1260,['빅쇼트'],['8.10'],['44만명'],[8.1],[440000.0],8.1,440000.0
1261,"['나츠메 우인장: 이시오코시와 수상한 방문자', '나츠메 우인장: 세상과 연을 맺다']","['missing data', '9.25']","['missing data', '4.7만명']",[9.25],[47000.0],9.25,47000.0
1262,['그레타 툰베리'],['5.22'],"['3,856명']",[5.22],[3856.0],5.22,3856.0
1263,['꼬마영웅 바비'],['8.92'],['1.8만명'],[8.92],[18000.0],8.92,18000.0
1264,['위대한 쇼맨'],['2017.12.20.'],['9.32'],[0],0,0.0,0.0
1265,['에브리씽 에브리웨어 올 앳 원스'],['8.81'],['36만명'],[8.81],[360000.0],8.81,360000.0
1266,['디지몬 어드벤처 : 운명적 만남'],['missing data'],['missing data'],0,0,0.0,0.0
1267,"['어린 양', '첫눈이 사라졌다']","['missing data', '7.22']","['missing data', '8,358명']",[7.22],[8358.0],7.22,8358.0
1268,['신비아파트 극장판 하늘도깨비 대 요르문간드'],['8.72'],['89만명'],[8.72],[890000.0],8.72,890000.0
1269,[],0,0,0,0,0.0,0.0
1270,['파워배틀 와치카: 와치가면의 역습'],['8.49'],['2.3만명'],[8.49],[23000.0],8.49,23000.0
1271,['불어라 검풍아'],['5.91'],['442명'],[5.91],[442.0],5.91,442.0
1272,"['아인보: 아마존의 전설', '알버트']","['6.50', 'missing data']","['5.1만명', 'missing data']",[6.5],[51000.0],6.5,51000.0
1273,['인생은 뷰티풀: 비타돌체'],['9.72'],['5.2만명'],[9.72],[52000.0],9.72,52000.0
1274,['인터스텔라'],['9.12'],"['1,034만명']",[9.12],[10340000.0],9.12,10340000.0
1275,['스틸 앨리스'],['8.43'],['11만명'],[8.43],[110000.0],8.43,110000.0
1276,['뷰티풀 케이트'],['missing data'],['missing data'],0,0,0.0,0.0
1277,['명탐정 코난 : 화염의 해바라기'],['8.55'],['47만명'],[8.55],[470000.0],8.55,470000.0
1278,['유어 아이즈 텔'],['9.54'],"['3,384명']",[9.54],[3384.0],9.54,3384.0
1279,['쥬라기 월드: 폴른 킹덤'],['8.54'],['566만명'],[8.54],[5660000.0],8.54,5660000.0
1280,['데드풀 2: 순한맛'],['8.25'],"['5,191명']",[8.25],[5191.0],8.25,5191.0
1281,['더 포리너'],['7.60'],['4.1만명'],[7.6],[41000.0],7.6,41000.0
1282,['물 이야기'],['missing data'],['missing data'],0,0,0.0,0.0
1283,['레미니센스'],['missing data'],['missing data'],0,0,0.0,0.0
1284,['브로큰 서클'],['8.62'],"['2,252명']",[8.62],[2252.0],8.62,2252.0
1285,['씬 시티: 다크히어로의 부활'],['7.28'],['8.3만명'],[7.28],[83000.0],7.28,83000.0
1286,['#살아있다'],['6.90'],['190만명'],[6.9],[1900000.0],6.9,1900000.0
1287,['신과함께-죄와 벌'],['8.73'],"['1,441만명']",[8.73],[14410000.0],8.73,14410000.0
1288,"['한산 리덕스', '엔시티 드림 더 무비 : 인 어 드림']","['8.72', '9.40']","['1.9만명', '6.2만명']","[8.72, 9.4]","[19000.0, 62000.0]",9.06,40500.0
1289,['제15회 미쟝센 단편영화제 김태용 단편 특별전 1'],['missing data'],['missing data'],0,0,0.0,0.0
1290,['몬스터'],['6.26'],['52만명'],[6.26],[520000.0],6.26,520000.0
1291,['압꾸정'],['5.98'],['60만명'],[5.98],[600000.0],5.98,600000.0
1292,['워싱 머신'],['missing data'],['missing data'],0,0,0.0,0.0
1293,['락앤롤 보트'],['8.81'],['245명'],[8.81],[245.0],8.81,245.0
1294,['러브 인 비즈니스클래스'],['7.09'],"['9,479명']",[7.09],[9479.0],7.09,9479.0
1295,['히치콕 트뤼포'],['8.88'],"['3,192명']",[8.88],[3192.0],8.88,3192.0
1296,['카센타'],['7.24'],['1.4만명'],[7.24],[14000.0],7.24,14000.0
1297,"['니코: 산타비행단의 모험', '로날 더 바바리언']","['8.35', 'missing data']","['40만명', 'missing data']",[8.35],[400000.0],8.35,400000.0
1298,['대무가'],['6.72'],['6.3만명'],[6.72],[63000.0],6.72,63000.0
1299,['너의 이름은.'],['2017.01.04.'],['수상내역보기'],[0],0,0.0,0.0
1300,['제인 에어'],['7.93'],['13만명'],[7.93],[130000.0],7.93,130000.0
1301,['파이어스톰'],['6.02'],"['6,684명']",[6.02],[6684.0],6.02,6684.0
1302,"['스페이스 독 2', '박물관이 진짜 살아있다']","['6.92', '7.78']","['1.9만명', '2.8만명']","[6.92, 7.78]","[19000.0, 28000.0]",7.35,23500.0
1303,['썬키스 패밀리'],['8.63'],['3.1만명'],[8.63],[31000.0],8.63,31000.0
1304,['미행+남극의 여름'],['missing data'],['missing data'],0,0,0.0,0.0
1305,['명탐정 코난 : 제로의 집행인'],['9.25'],['41만명'],[9.25],[410000.0],9.25,410000.0
1306,['하얀 까마귀'],['missing data'],['missing data'],0,0,0.0,0.0
1307,['왓츠 유어 넘버'],['missing data'],['missing data'],0,0,0.0,0.0
1308,['극장판 콩순이: 장난감나라 대모험'],['9.11'],['7.7만명'],[9.11],[77000.0],9.11,77000.0
1309,['고독클럽'],['missing data'],['missing data'],0,0,0.0,0.0
1310,['그것'],['missing data'],['missing data'],0,0,0.0,0.0
1311,[],0,0,0,0,0.0,0.0
1312,['어스'],['7.68'],['147만명'],[7.68],[1470000.0],7.68,1470000.0
1313,[],0,0,0,0,0.0,0.0
1314,['누가 예수를 죽였는가?'],['missing data'],['missing data'],0,0,0.0,0.0
1315,['알라딘'],['9.35'],['missing data'],[9.35],0,9.35,0.0
1316,"['생일선물', '손님']","['7.31', '6.86']","['missing data', '82만명']","[7.31, 6.86]",[820000.0],7.085,820000.0
1317,[],0,0,0,0,0.0,0.0
1318,['코드'],['6.14'],['20명'],[6.14],[20.0],6.14,20.0
1319,['탠저린'],['missing data'],['missing data'],0,0,0.0,0.0
1320,['클로즈'],"['1,056명']",['수상내역보기'],[0],0,0.0,0.0
1321,['노무현과 바보들'],['9.84'],['2.3만명'],[9.84],[23000.0],9.84,23000.0
1322,['잉투기'],['7.56'],['1.8만명'],[7.56],[18000.0],7.56,18000.0
1323,['다크 하우스'],['5.72'],['3.6만명'],[5.72],[36000.0],5.72,36000.0
1324,['아틱'],['missing data'],['missing data'],0,0,0.0,0.0
1325,['파이널 스코어'],['missing data'],['missing data'],0,0,0.0,0.0
1326,['에이리언 오브 더 딥'],['missing data'],['missing data'],0,0,0.0,0.0
1327,['로우'],['수상내역보기'],['missing data'],[0],0,0.0,0.0
1328,['캅샵: 미친놈들의 전쟁'],['6.43'],"['5,141명']",[6.43],[5141.0],6.43,5141.0
1329,['스파이크'],['8.22'],['2.5만명'],[8.22],[25000.0],8.22,25000.0
1330,[],0,0,0,0,0.0,0.0
1331,['강남1970(무삭제판)'],['missing data'],['missing data'],0,0,0.0,0.0
1332,['히말라야'],['8.68'],['775만명'],[8.68],[7750000.0],8.68,7750000.0
1333,['마당을 나온 암탉'],['8.88'],['220만명'],[8.88],[2200000.0],8.88,2200000.0
1334,['나를 믿어줘'],['missing data'],['missing data'],0,0,0.0,0.0
1335,['나일 강의 죽음'],['7.13'],['23만명'],[7.13],[230000.0],7.13,230000.0
1336,[],0,0,0,0,0.0,0.0
1337,['해리포터와 죽음의 성물2'],['missing data'],['missing data'],0,0,0.0,0.0
1338,['나쁜 버릇'],['missing data'],['missing data'],0,0,0.0,0.0
1339,[],0,0,0,0,0.0,0.0
1340,['바이센테니얼 맨'],['9.31'],['missing data'],[9.31],0,9.31,0.0
1341,['애나벨 집으로'],['7.50'],['48만명'],[7.5],[480000.0],7.5,480000.0
1342,['아메리칸 메이드'],['7.72'],['40만명'],[7.72],[400000.0],7.72,400000.0
1343,['바이올렛 에버가든 – 영원과 자동 수기 인형 -'],['missing data'],['missing data'],0,0,0.0,0.0
1344,[],0,0,0,0,0.0,0.0
1345,['컨택트'],['missing data'],['missing data'],0,0,0.0,0.0
1346,['사도'],['8.49'],['624만명'],[8.49],[6240000.0],8.49,6240000.0
1347,"['사랑해, 파리', '참을 수 없는 사랑']","['7.50', '7.88']","['5.9만명', '159명']","[7.5, 7.88]","[59000.0, 159.0]",7.6899999999999995,29579.5
1348,['미스 슬로운'],['9.32'],['4.8만명'],[9.32],[48000.0],9.32,48000.0
1349,['辛 소림사 주방장 2'],['missing data'],['missing data'],0,0,0.0,0.0
1350,['아이 필 프리티'],['9.03'],['24만명'],[9.03],[240000.0],9.03,240000.0
1351,['게임회사 여직원들'],['missing data'],['missing data'],0,0,0.0,0.0
1352,['블루 아워'],['7.91'],['2.5만명'],[7.91],[25000.0],7.91,25000.0
1353,['미라클 벨리에'],['missing data'],['missing data'],0,0,0.0,0.0
1354,['살인자의 기억법 : 새로운 기억'],['missing data'],['missing data'],0,0,0.0,0.0
1355,['조선명탐정 : 사라진 놉의 딸'],['8.07'],['387만명'],[8.07],[3870000.0],8.07,3870000.0
1356,['빌리와 용감한 녀석들 3D'],['7.30'],['30만명'],[7.3],[300000.0],7.3,300000.0
1357,['우리의 20세기'],['8.44'],['3.5만명'],[8.44],[35000.0],8.44,35000.0
1358,['은밀하게 위대하게'],['7.12'],['695만명'],[7.12],[6950000.0],7.12,6950000.0
1359,['데드 스노우 2'],['missing data'],['missing data'],0,0,0.0,0.0
1360,['네 번의 결혼식과 한 번의 장례식'],['7.21'],['수상내역보기'],[7.21],0,7.21,0.0
1361,['번개맨의 비밀'],['8.75'],['5.1만명'],[8.75],[51000.0],8.75,51000.0
1362,['썩시드'],['8.11'],"['1,045명']",[8.11],[1045.0],8.11,1045.0
1363,['청춘은 참혹하다'],['missing data'],['missing data'],0,0,0.0,0.0
1364,['김시은 배우전'],['missing data'],['missing data'],0,0,0.0,0.0
1365,['토이무비: 미래대모험'],['8.41'],['1.1만명'],[8.41],[11000.0],8.41,11000.0
1366,['듀크의 하룻밤'],['missing data'],['missing data'],0,0,0.0,0.0
1367,['스포트라이트'],['8.92'],['30만명'],[8.92],[300000.0],8.92,300000.0
1368,['인카네이트'],['7.00'],['1.8만명'],[7.0],[18000.0],7.0,18000.0
1369,['팬'],['8.22'],['18만명'],[8.22],[180000.0],8.22,180000.0
1370,['명탐정 코난 : 코난 실종사건 - 사상 최악의 이틀'],['8.94'],['25만명'],[8.94],[250000.0],8.94,250000.0
1371,['리어왕'],['missing data'],['missing data'],0,0,0.0,0.0
1372,['더 킬러: 죽어도 되는 아이'],['8.39'],['6만명'],[8.39],[60000.0],8.39,60000.0
1373,['브링 더 소울 : 더 무비'],['9.68'],['33만명'],[9.68],[330000.0],9.68,330000.0
1374,"['울지마, 톤즈']",['missing data'],['missing data'],0,0,0.0,0.0
1375,['슈퍼 삼총사'],['5.00'],['missing data'],[5.0],0,5.0,0.0
1376,['하이큐!! 또 다른 도전'],['6.86'],"['8,464명']",[6.86],[8464.0],6.86,8464.0
1377,['고백'],['8.50'],['4.3만명'],[8.5],[43000.0],8.5,43000.0
1378,['노량: 죽음의 바다'],['missing data'],['missing data'],0,0,0.0,0.0
1379,['프린스 챠밍'],['6.34'],['1.7만명'],[6.34],[17000.0],6.34,17000.0
1380,['소년들은 불꽃을 옆에서 보고 싶었다'],['missing data'],['missing data'],0,0,0.0,0.0
1381,['분무기'],['missing data'],['missing data'],0,0,0.0,0.0
1382,['강변호텔'],['7.73'],"['6,975명']",[7.73],[6975.0],7.73,6975.0
1383,['무문관'],['9.32'],['2.1만명'],[9.32],[21000.0],9.32,21000.0
1384,['짱구는 못말려 극장판: 폭풍수면! 꿈꾸는 세계 대돌격'],['8.77'],['11만명'],[8.77],[110000.0],8.77,110000.0
1385,['missing data'],['missing data'],['missing data'],0,0,0.0,0.0
1386,['엔젤 해즈 폴른'],['8.93'],['18만명'],[8.93],[180000.0],8.93,180000.0
1387,['고슴도치 고슴'],['missing data'],['missing data'],0,0,0.0,0.0
1388,['더 파더'],['missing data'],['missing data'],0,0,0.0,0.0
1389,['베를린 신드롬'],['6.24'],"['7,011명']",[6.24],[7011.0],6.24,7011.0
1390,['마야2'],['9.13'],['9.7만명'],[9.13],[97000.0],9.13,97000.0
1391,['부재의 기억'],['missing data'],['missing data'],0,0,0.0,0.0
